urban,recommand,zone,desc,region,price,unitprice,age
qixia,电梯房   简装三房   业主诚售,南湾营宁康苑 , | 3室1厅 | 104.88平米 | 南 北 | 简装 | 有电梯,马群,225,21454,高楼层(共11层)2007年建板塔结合  -  
qixia,电梯房   简装三房   业主诚售,南湾营宁康苑 , | 3室1厅 | 104.88平米 | 南 北 | 简装 | 有电梯,马群,225,21454,高楼层(共11层)2007年建板塔结合  -  
qixia,格局明朗 采光好 电梯入户 人文环境好  出行方便,南大和园 , | 3室2厅 | 129.93平米 | 南 | 其他 | 有电梯,仙林,450,34635,中楼层(共6层)2009年建板楼  -  
qixia,迈皋桥 小区 改善三房带电梯 三房朝南 满五年小区中间,林景瑞园 , | 3室2厅 | 130.4平米 | 南 北 | 精装 | 有电梯,晓庄,375,28758,高楼层(共11层)2006年建板塔结合  -  
qixia,紫金山下 钟山晶典苑 双地铁换乘 居家两房 业主诚售,钟山晶典苑 , | 2室2厅 | 86.06平米 | 南 | 其他 | 有电梯,马群,270,31374,高楼层(共11层)2010年建板塔结合  -  
qixia,百水芊城上水坊精装修生活居家的好选择,百水芊城上水坊 , | 3室1厅 | 83.63平米 | 南 | 其他 | 无电梯,马群,190,22720,高楼层(共6层)板楼  -  
qixia,枫桥雅筑   一南一北 精装修 楼层好 采光好 迈皋桥,枫桥雅筑 , | 2室2厅 | 79.48平米 | 南 北 | 精装 | 有电梯,迈皋桥,220,27680,中楼层(共11层)2004年建板楼  -  
qixia,此房满两年，商品房，刚需两房，家里是居家自住装,百水家园 , | 2室1厅 | 64.05平米 | 南 北 | 精装 | 无电梯,马群,158,24669,中楼层(共6层)2004年建板楼  -  
qixia,楼层位置优越 边户 简单装修 楼层好,诚品城 , | 3室2厅 | 92.54平米 | 东 南 北 | 其他 | 无电梯,仙林,250,27016,低楼层(共6层)2009年建板楼  -  
qixia,和燕花苑 两房 迈皋桥老街菜场,和燕花苑 , | 2室1厅 | 78.51平米 | 南 | 其他 | 有电梯,迈皋桥,206,26239,低楼层(共7层)1995年建板楼  -  
qixia,电梯两房 次顶楼 视野好 采光充足 拎包入住,新城尚座花园 , | 2室1厅 | 71.12平米 | 南 北 | 其他 | 有电梯,晓庄,220,30934,高楼层(共11层)2009年建塔楼  -  
qixia,户型方正 采光好 居家装修 保养好 生活便利,城市绿洲花园 , | 4室3厅 | 108.87平米 | 南 北 | 精装 | 无电梯,晓庄,400,36742,高楼层(共6层)2007年建板塔结合  -  
qixia,中间楼层 采光充足 视野开阔 前方就是青龙山,中南世纪雅苑 , | 3室2厅 | 86.37平米 | 南 北 | 毛坯,麒麟镇,205,23736,低楼层(共31层)2016年建板塔结合  -  
qixia,中南世纪雅苑 房龄新 楼层好 采光充足 楼间距大,中南世纪雅苑 , | 3室2厅 | 89.91平米 | 东 南 北 | 毛坯,麒麟镇,218,24247,低楼层(共34层)2018年建塔楼  -  
qixia,晓庄 幕府山庄省建房 双南一北大三房 配套齐全 拎包住,幕府山庄 , | 3室2厅 | 126.44平米 | 南 | 简装 | 无电梯,晓庄,330,26100,高楼层(共6层)2001年建板楼  -  
qixia,二、四号线金马路交通便利，小三房采光充足，拎包入住,钟山晶典苑 , | 3室2厅 | 106.98平米 | 南 | 其他 | 有电梯,马群,321,30006,中楼层(共16层)2010年建板塔结合  -  
qixia,雁鸣山庄 单室套 自住装修 楼层好,雁鸣山庄 , | 1室1厅 | 29.27平米 | 南 北 | 其他 | 无电梯,仙林,92,31432,中楼层(共5层)2002年建板楼  -  
qixia,迈皋桥地铁 长营村小区 一楼带院子,长营村 , | 2室1厅 | 57.53平米 | 南 北 | 其他 | 无电梯,迈皋桥,170,29550,低楼层(共6层)1998年建板塔结合  -  
qixia,精装大三房 户型方正通透 配套齐全  采光好 交通便利,诚品城 , | 3室2厅 | 98.89平米 | 南 北 | 精装 | 无电梯,仙林,245,24776,高楼层(共6层)2009年建板楼  -  
qixia,南北通透格局 户型方正 大三房  位置好 诚心卖房,赛世香樟园 , | 3室2厅 | 111.53平米 | 南 北 | 精装 | 有电梯,仙林,370,33175,低楼层(共11层)2009年建板楼  -  
qixia,万科品质物业 一梯一户 开发商精装修,万科金色领域 , | 3室2厅 | 128.07平米 | 南 北 | 精装 | 有电梯,仙林,415,32405,高楼层(共18层)2013年建板楼  -  
qixia,尚东花园 多层花园洋房 三房两卫 满五年 诚心出售,尚东花园 , | 3室2厅 | 119.55平米 | 南 | 精装 | 无电梯,仙林,380,31786,低楼层(共5层)2007年建板楼  -  
qixia,南北通透 前面无遮挡 位置安静，出行方便,钟山晶典苑 , | 3室2厅 | 111.91平米 | 南 北 | 简装 | 有电梯,马群,310,27701,中楼层(共16层)2010年建板塔结合  -  
qixia,迈皋桥 地铁口 双南户型 带阳台 两居室 交通便利,长营村 , | 3室1厅 | 60.32平米 | 南 | 其他 | 无电梯,迈皋桥,156,25863,高楼层(共7层)1998年建板塔结合  -  
qixia,满二不唯一  中间楼层  采光好 全明户型  配套成熟,东井村22号 , | 2室1厅 | 64.59平米 | 东 南 北 | 其他 | 无电梯,迈皋桥,156,24153,低楼层(共7层)1995年建板塔结合  -  
qixia,南湾营融康苑 低楼层三房 两卧朝南 毛坯装修,南湾营融康苑 , | 3室1厅 | 104.65平米 | 南 | 其他 | 有电梯,马群,205,19590,低楼层(共11层)2006年建板楼  -  
qixia,景色宜人 生活便利 业主诚心出售,南湾营融康苑 , | 3室1厅 | 104.65平米 | 南 | 其他 | 有电梯,马群,216,20641,低楼层(共11层)2006年建板楼  -  
qixia,迈皋桥 商品房 双南二房 交通便利 房龄新 毛坯,上城名苑 , | 2室1厅 | 79.9平米 | 南 | 毛坯 | 有电梯,迈皋桥,216,27034,低楼层(共18层)2012年建板楼  -  
qixia,金纺园 兰亭雅苑旁 两房朝南 网板路,金纺园 , | 2室1厅 | 74.52平米 | 南 北 | 其他 | 无电梯,迈皋桥,205,27510,低楼层(共6层)2003年建板塔结合  -  
qixia,仙林学则路 康桥圣菲住宅 生活便利,康桥圣菲 , | 1室0厅 | 25.23平米 | 西北 | 其他 | 有电梯,仙林,86,34087,高楼层(共5层)2006年建板楼  -  
qixia,燕子矶 吉祥山庄  楼层佳  采光充足 交通便利,吉祥山庄 , | 2室2厅 | 79.49平米 | 南 | 其他 | 无电梯,燕子矶,172,21638,低楼层(共6层)2003年建板塔结合  -  
qixia,迈皋桥 地铁口 双南户型 带阳台 两居室 交通便利,长营村 , | 3室1厅 | 60.32平米 | 南 | 其他 | 无电梯,迈皋桥,156,25863,高楼层(共7层)1998年建板塔结合  -  
qixia,满二不唯一  中间楼层  采光好 全明户型  配套成熟,东井村22号 , | 2室1厅 | 64.59平米 | 东 南 北 | 其他 | 无电梯,迈皋桥,156,24153,低楼层(共7层)1995年建板塔结合  -  
qixia,南湾营融康苑 低楼层三房 两卧朝南 毛坯装修,南湾营融康苑 , | 3室1厅 | 104.65平米 | 南 | 其他 | 有电梯,马群,205,19590,低楼层(共11层)2006年建板楼  -  
qixia,楼层好，视野开阔，采光充足，生活配套设施齐全,南湾营煦康苑 , | 4室1厅 | 105.02平米 | 南 北 | 简装,马群,205,19521,低楼层(共11层)塔楼  -  
qixia,栖霞建设物业 锦华精装修 带地暖 有产权车位价格另算,东方天郡西区 , | 2室2厅 | 90.71平米 | 南 | 其他 | 有电梯,仙林,385,42443,中楼层(共18层)2009年建板楼  -  
qixia,迈皋桥 十字街126号 南北通透 户型方正,十字街126号 , | 2室1厅 | 46.63平米 | 南 北 | 其他,迈皋桥,136,29166,低楼层(共6层)板塔结合  -  
qixia,和燕路迈皋桥 品质小区 人车分流 户型方正 精致装修,林景瑞园 , | 2室2厅 | 94.99平米 | 南 北 | 精装 | 有电梯,晓庄,280,29477,低楼层(共11层)2006年建板楼  -  
qixia,顶楼带阁楼 旋转楼梯 上下各一个卧室,兴贤佳园 , | 2室2厅 | 54.9平米 | 南 | 精装 | 无电梯,迈皋桥,128,23316,高楼层(共6层)2002年建板楼  -  
qixia,纯毛坯 南北通透 户型方正 采光充足,保利罗兰香谷 , | 3室2厅 | 100.04平米 | 南 北 | 毛坯 | 有电梯,仙林,320,31988,高楼层(共18层)2014年建板塔结合  -  
qixia,鸿运嘉园 南北通透 户型方正 精装修 出行方便,鸿运嘉园 , | 3室2厅 | 127.3平米 | 南 北 | 其他 | 有电梯,仙林,334,26238,低楼层(共11层)2011年建板楼  -  
qixia,天泓山庄竹山苑，业主诚心出售.交通方便，拎包入住,天泓山庄竹山苑 , | 3室2厅 | 133.1平米 | 南 北 | 其他 | 有电梯,马群,425,31931,高楼层(共18层)2010年建板楼  -  
qixia,南大和园 诚心出售 精装婚装 楼层好 采光好,南大和园 , | 3室2厅 | 98.66平米 | 南 北 | 其他 | 有电梯,仙林,382,38719,中楼层(共6层)2009年建板楼  -  
qixia,保利罗兰春天 保利物业 环境好,保利罗兰春天 , | 2室2厅 | 129.44平米 | 南 | 其他 | 有电梯,仙林,400,30903,低楼层(共26层)2014年建板楼  -  
qixia,兰亭雅苑 楼上楼下两层  装修好  实际可以用面积140+,兰亭雅苑 , | 2室2厅 | 91.92平米 | 南 | 其他 | 无电梯,迈皋桥,320,34813,高楼层(共6层)2010年建板楼  -  
qixia,西边户  精装修 诚心出售 采光好 价格合理,南大和园 , | 3室2厅 | 110.7平米 | 南 北 | 精装 | 无电梯,仙林,420,37941,低楼层(共6层)2010年建板楼  -  
qixia,朗诗钟山绿郡 恒温恒湿恒氧 生态科技住宅,朗诗钟山绿郡 , | 3室2厅 | 138.61平米 | 南 北 | 其他 | 有电梯,马群,608,43865,低楼层(共6层)2012年建板楼  -  
qixia,尚东花园 多层花园洋房 三房双卫生间 满五年 带车库,尚东花园 , | 3室2厅 | 101.32平米 | 南 北 | 其他 | 无电梯,仙林,390,38492,中楼层(共5层)2007年建板楼  -  
qixia,精装修 拎包入住 西边户 南北通透,诚品城 , | 2室2厅 | 90.38平米 | 南 北 | 其他 | 无电梯,仙林,246,27219,高楼层(共6层)2009年建板楼  -  
qixia,免增值税 小区环境安静 设施齐全生活便捷 多处公交,马群公寓 , | 2室1厅 | 73.2平米 | 南 | 精装 | 无电梯,马群,210,28689,中楼层(共6层)1999年建板楼  -  
qixia,精装修 位置好 业主诚心出售 采光好 楼层好,南大和园 , | 3室2厅 | 90.11平米 | 南 北 | 其他 | 无电梯,仙林,352,39064,中楼层(共6层)2012年建板楼  -  
qixia,小区中间位置 环境优雅 精装 楼层佳采光好,亚东城东区 , | 3室2厅 | 107.64平米 | 南 北 | 其他 | 有电梯,仙林,420,39019,中楼层(共11层)2007年建板楼  -  
qixia,小区成熟 交通方便 双卧朝南 采光充足,兴贤佳园尚贤苑 , | 2室1厅 | 66.57平米 | 南 北 | 简装 | 有电梯,迈皋桥,152,22834,高楼层(共18层)2004年建板楼  -  
qixia,双卧朝南 远眺紫金山 尽收眼底 闹中取静 带原生树木,阳光雅居 , | 2室1厅 | 86.55平米 | 南 北 | 精装 | 有电梯,万寿,210,24264,高楼层(共18层)2003年建板楼  -  
qixia,迈皋桥地铁374米  迈苑小区  户型方正  赠院子,迈苑小区 , | 3室1厅 | 94.21平米 | 南 | 其他 | 无电梯,迈皋桥,245,26006,低楼层(共7层)1997年建板楼  -  
qixia,百水家园 满两年 顶楼带阁楼 简单自住装修,百水家园 , | 2室1厅 | 62.98平米 | 南 | 简装 | 无电梯,马群,155,24611,高楼层(共6层)2004年建板楼  -  
qixia,晓庄 大三房 南北通透 前后无遮挡,大地伊丽雅特湾 , | 3室1厅 | 126.99平米 | 南 北 | 其他 | 有电梯,晓庄,388,30554,低楼层(共11层)2010年建板楼  -  
qixia,高科荣境 清风物业  平层 环境好 满两年,高科荣境 , | 4室2厅 | 142平米 | 南 | 其他 | 有电梯,仙林,550,38733,低楼层(共11层)2013年建塔楼  -  
qixia,芝嘉东苑5楼采光好精装修交通较便利有地下室,芝嘉东苑 , | 4室2厅 | 128.03平米 | 南 | 精装,马群,300,23433,高楼层(共6层)暂无数据  -  
qixia,晓庄  配套齐全 交通便利  采光充足,晓庄国际广场 , | 2室1厅 | 85.5平米 | 东 南 | 毛坯 | 有电梯,晓庄,220,25731,高楼层(共29层)2012年建板楼  -  
qixia,房子北面无遮挡，中间楼层，采光好,百水芊城上水坊 , | 1室1厅 | 47.93平米 | 南 北 | 简装 | 无电梯,马群,108,22533,中楼层(共6层)2007年建板楼  -  
qixia,房子北面无遮挡，中间楼层，采光好,百水芊城上水坊 , | 1室1厅 | 47.93平米 | 南 北 | 简装 | 无电梯,马群,108,22533,中楼层(共6层)2007年建板楼  -  
qixia,中南开发商 绿城物业 楼层好 前后无遮挡,中南世纪雅苑 , | 3室2厅 | 93.27平米 | 南 北 | 其他,麒麟镇,216,23159,高楼层(共33层)2016年建板塔结合  -  
qixia,房子精装修，业主诚心卖，户型通透,诚品城 , | 3室2厅 | 90.49平米 | 南 北 | 精装 | 无电梯,仙林,248,27407,高楼层(共6层)2009年建板楼  -  
qixia,满两年 无增值税 工作变动  业主诚心卖,鸿运嘉园 , | 2室2厅 | 90.68平米 | 南 北 | 简装 | 有电梯,仙林,265,29224,中楼层(共11层)2011年建板楼  -  
qixia,迈皋桥商圈 和燕花苑 14年婚装 南北通透,和燕花苑 , | 2室1厅 | 68.45平米 | 南 北 | 精装 | 有电梯,迈皋桥,165,24106,高楼层(共7层)2000年建板楼  -  
qixia,精装四房 满两年 可以拎包住 近南师大 业主诚售,咏梅山庄 , | 3室2厅 | 120.83平米 | 南 | 精装 | 无电梯,仙林,350,28967,低楼层(共6层)2001年建板楼  -  
qixia,小区景观房 三开朝南送地下室和车位 可望紫金山,阳光雅居 , | 3室1厅 | 136.13平米 | 南 北 | 精装 | 无电梯,万寿,350,25711,中楼层(共6层)2003年建板塔结合  -  
qixia,晓庄 精装 单室套 交通便利 配套齐全,晓庄国际广场 , | 1室1厅 | 43.94平米 | 南 | 精装 | 有电梯,晓庄,118,26855,高楼层(共29层)2012年建板楼  -  
qixia,中间位置 不临街 采光充足 小区环境优美 电梯房,林景瑞园 , | 3室2厅 | 118.3平米 | 南 北 | 精装 | 有电梯,晓庄,370,31277,高楼层(共10层)2006年建板塔结合  -  
qixia,户型好，南北通透，采光充足，居住舒适,尚东花园 , | 2室2厅 | 95.66平米 | 东南 北 | 简装 | 无电梯,仙林,365,38156,高楼层(共5层)2007年建板楼  -  
qixia,月苑 美达浅草 次顶楼 采光好 视野宽阔 配套齐全,美达浅草明苑 , | 3室2厅 | 128.31平米 | 南 北 | 精装 | 有电梯,迈皋桥,400,31175,高楼层(共11层)2009年建板楼  -  
qixia,板房户型 楼层好 位置好 户型方正 交通便利,亚东城西区 , | 3室2厅 | 123.71平米 | 南 北 | 精装 | 有电梯,仙林,420,33951,高楼层(共11层)2009年建板楼  -  
qixia,怡园小区 采光通透 居家装修 居住舒适,怡园小区 , | 3室2厅 | 111.1平米 | 南 北 | 精装 | 无电梯,万寿,268,24123,高楼层(共6层)2000年建板楼  -  
qixia,仙鹤山庄 人文素质高 三房 有一个100平的院子,仙鹤山庄 , | 3室2厅 | 93.97平米 | 南 北 | 简装 | 无电梯,仙林,285,30329,低楼层(共6层)2002年建板楼  -  
qixia,双南户型。满五。无抵押业主急售,方园兰庭 , | 2室1厅 | 59.7平米 | 南 北 | 简装 | 无电梯,迈皋桥,150,25126,高楼层(共7层)2000年建板楼  -  
qixia,仙踪林苑-左右阳光南北两房2012年房龄迈皋桥和燕路,仙踪林苑 , | 2室1厅 | 86.66平米 | 南 北 | 其他 | 有电梯,迈皋桥,100,11540,中楼层(共7层)2012年建板楼  -  
qixia,一楼带50平院子  采光充足无遮挡 位置好 南北通透格局,咏梅山庄 , | 3室2厅 | 125.16平米 | 南 北 | 简装 | 无电梯,仙林,374,29882,低楼层(共5层)2001年建板楼  -  
qixia,花园洋房，采光充足，安静舒适，交通方便,紫园 ,  | 联排别墅 | 3室2厅 | 166.12平米 | 南 北 | 简装 | 无电梯,马群,700,42139,5层2012年建板塔结合  -  
qixia,满五不唯一楼层好采光好业主诚售,南湾营宁康苑 , | 2室1厅 | 64.74平米 | 南 北 | 其他 | 有电梯,马群,155,23942,中楼层(共11层)2007年建板塔结合  -  
qixia,南湾营 馨康苑 靠铁路 低楼层 三房 带电梯 三房,南湾营馨康苑 , | 3室1厅 | 91.72平米 | 南 北 | 其他 | 有电梯,马群,190,20716,低楼层(共11层)2004年建板楼  -  
qixia,楼层好 纯毛坯 东边户 采光好,诚品城 , | 2室2厅 | 92.63平米 | 南 北 | 毛坯 | 无电梯,仙林,252,27206,中楼层(共5层)2009年建板楼  -  
qixia,多层中间楼层 毛坯单室套 任意装修,百水芊城阅水坊 , | 1室1厅 | 48.16平米 | 南 北 | 其他 | 无电梯,马群,108,22426,低楼层(共6层)2008年建板塔结合  -  
qixia,南湾营宁康苑 自住精装三房  业主诚心出售,南湾营宁康苑 , | 3室1厅 | 82.4平米 | 南 | 其他 | 有电梯,马群,173,20996,低楼层(共11层)2007年建板塔结合  -  
qixia,南湾营馨康苑 毛坯大三房 采光充足,南湾营馨康苑 , | 3室1厅 | 91.81平米 | 南 北 | 其他 | 有电梯,马群,188,20478,低楼层(共11层)2004年建板楼  -  
qixia,春水坊 毛坯单室套 栖霞建设 交通便利,百水芊城春水坊 , | 1室1厅 | 44.09平米 | 东 南 | 毛坯 | 无电梯,马群,95,21547,低楼层(共6层)2007年建板楼  -  
qixia,采光好  视野好  户型方正  有装修   跃层,仙鹤山庄 , | 4室2厅 | 134平米 | 南 北 | 其他 | 无电梯,仙林,360,26866,中楼层(共6层)2002年建板楼  -  
qixia,品质小区 新城物业 双卫 已满两年 看房方便,尚东花园 , | 3室2厅 | 106.07平米 | 南 北 | 其他 | 无电梯,仙林,405,38183,中楼层(共5层)2007年建板楼  -  
qixia,仙林湖 带产权车位 三房 结婚装修 470万,保利罗兰香谷 , | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯,仙林,460,33334,高楼层(共18层)2014年建板塔结合  -  
qixia,三开间 朝南 精装修 拎包入住 随时看,钟山晶典苑 , | 3室2厅 | 111.58平米 | 南 北 | 精装 | 有电梯,马群,340,30472,低楼层(共16层)2010年建板塔结合  -  
qixia,晓庄  城市绿洲花园  楼层好  采光充足 有车位 地下室,城市绿洲花园 , | 3室2厅 | 110.43平米 | 南 北 | 其他 | 无电梯,晓庄,305,27620,中楼层(共6层)2007年建板塔结合  -  
qixia,鸿运嘉园  精心设计装修好  南北通透  采光好,鸿运嘉园 , | 3室2厅 | 122.84平米 | 南 北 | 其他 | 有电梯,仙林,370,30121,低楼层(共11层)板楼  -  
qixia,满两年 一梯一户 有暖气片 南北通透 精装修,万科金色领域 , | 3室2厅 | 128.07平米 | 南 北 | 其他 | 有电梯,仙林,400,31233,高楼层(共18层)2013年建板楼  -  
qixia,朗诗恒温恒湿 科技住宅 位置佳 视野开阔 交通便利,朗诗钟山绿郡 , | 3室2厅 | 134.65平米 | 南 北 | 精装 | 有电梯,马群,630,46788,高楼层(共6层)2012年建板楼  -  
qixia,一楼带院子 ，拎包入住，人车分流，环境优美,钟山晶典苑 , | 3室2厅 | 109.53平米 | 南 北 | 其他 | 有电梯,马群,320,29216,低楼层(共16层)2010年建板塔结合  -  
qixia,满两年 精装修 南北通透 采光充足,高科荣域 , | 4室2厅 | 107.09平米 | 南 北 | 精装 | 有电梯,仙林,390,36418,高楼层(共11层)2013年建板楼  -  
qixia,迈皋桥站 公交站 交通便利 满五,长营村 , | 2室2厅 | 72.25平米 | 南 北 | 其他 | 无电梯,迈皋桥,175,24222,低楼层(共7层)1998年建板塔结合  -  
qixia,仙林精装大平层 单独入户 南北通透 小区环境好,雁鸣山庄 , | 3室2厅 | 132.97平米 | 南 北 | 精装 | 无电梯,仙林,320,24066,中楼层(共5层)2002年建板楼  -  
qixia,和燕路小区 配套齐全 位置优秀 交通便利。,和燕路小区 , | 3室1厅 | 98.6平米 | 南 北 | 精装 | 无电梯,晓庄,190,19270,高楼层(共6层)1998年建板楼  -  
qixia,万科品质物业 精装三房 南北通透 采光充足 户型方正,万科金色领域 , | 3室2厅 | 113.84平米 | 南 北 | 精装 | 有电梯,仙林,380,33381,中楼层(共18层)2013年建板楼  -  
qixia,银城物业原四房格局电梯花园洋房南北通透2号线仙鹤门,仙龙湾山庄 , | 3室2厅 | 142.55平米 | 南 北 | 简装 | 有电梯,仙林,470,32971,低楼层(共6层)2010年建板楼  -  
qixia,天悦花园，业主诚心出售，精装家具家电全送,天悦花园 , | 2室2厅 | 80.98平米 | 南 北 | 其他 | 无电梯,马群,240,29637,中楼层(共5层)2003年建板楼  -  
qixia,两房朝南 采光充足 精装修 诚心出售,亚东城东区 , | 2室2厅 | 92.86平米 | 南 | 其他 | 有电梯,仙林,315,33923,中楼层(共18层)2007年建塔楼  -  
qixia,迈燕新城09年商品房 新城物业 婚装小三房,新城尚座花园 , | 3室2厅 | 88.78平米 | 南 北 | 其他 | 有电梯,晓庄,275,30976,中楼层(共11层)2009年建塔楼  -  
qixia,迈皋桥站 交通便利 配套齐全 户型方正,南砖新村 , | 2室1厅 | 66.46平米 | 南 | 简装 | 无电梯,迈皋桥,165,24827,高楼层(共7层)1994年建板塔结合  -  
qixia,晓庄站 晓庄广场 迈皋桥 西边户 50平大平台 可看月亮,大地伊丽雅特湾 , | 3室2厅 | 106.52平米 | 南 北 | 其他 | 有电梯,晓庄,329,30887,低楼层(共9层)2010年建塔楼  -  
qixia,迈皋桥街258号 大两房 98年左右 客厅大 采光足,迈皋桥街258号 , | 2室1厅 | 72.95平米 | 南 北 | 简装 | 无电梯,迈皋桥,176,24127,中楼层(共7层)2000年建板楼  -  
qixia,和燕路迈皋桥地铁口 户型方正采光好 出行方便,迈皋桥街258号 , | 2室1厅 | 61.3平米 | 南 北 | 其他 | 无电梯,迈皋桥,155,25286,高楼层(共6层)2000年建板楼  -  
qixia,百水家园 两房 满五年 精装修 诚心出售,百水家园 , | 2室1厅 | 62.98平米 | 南 | 其他 | 无电梯,马群,144,22865,低楼层(共6层)2004年建板楼  -  
qixia,南邮诚品城 南北通透 厅朝南 带阳台 精装修  业主诚售,诚品城 , | 3室2厅 | 90.67平米 | 南 北 | 其他 | 无电梯,仙林,249,27463,低楼层(共6层)2009年建板楼  -  
qixia,07年商品房 总价低 单价低 拎包 边户 环境好 大三房,北城嘉园 , | 3室2厅 | 108.85平米 | 南 北 | 精装 | 有电梯,万寿,282,25908,高楼层(共11层)2007年建板楼  -  
qixia,诚品城 精装小三房 采光好 视野棒,诚品城 , | 3室2厅 | 90.66平米 | 南 北 | 其他 | 无电梯,仙林,238,26252,高楼层(共5层)2009年建板楼  -  
qixia,迈皋桥 晓庄 和燕路 花园洋房 简装 苏果 BBC健身,大地伊丽雅特湾 , | 4室2厅 | 139.86平米 | 南 北 | 其他 | 有电梯,晓庄,450,32176,低楼层(共7层)2013年建板楼  -  
qixia,东方天郡西区 满二 东边户 精装修带地暖 小区中间,东方天郡西区 , | 3室2厅 | 127.89平米 | 南 北 | 其他 | 有电梯,仙林,510,39879,低楼层(共18层)2009年建板楼  -  
qixia,玄武区 月苑  精装修  采光好  2009年左右的房子,兴贤佳园尚贤苑 , | 2室1厅 | 64.31平米 | 南 北 | 其他 | 有电梯,迈皋桥,158,24569,低楼层(共18层)2004年建板楼  -  
qixia,仙林南师大内 满五带车库 采光优视野佳 居家装修,南京师范大学茶苑 , | 2室2厅 | 83.62平米 | 南 北 | 其他 | 无电梯,仙林,280,33485,中楼层(共4层)2008年建板楼  -  
qixia,楼层好 满两年且唯一 户型方正 采光充足无遮挡,亚东城西区 , | 2室2厅 | 79.18平米 | 北 | 其他 | 有电梯,仙林,255,32206,高楼层(共16层)2009年建塔楼  -  
qixia,满两年 纯毛坯 电梯房 交通方便,亚东城西区 , | 2室2厅 | 96.3平米 | 南 北 | 毛坯 | 有电梯,仙林,288,29907,低楼层(共18层)2009年建塔楼  -  
qixia,品质小区 新城物业 双卫 已满两年 看房方便,尚东花园 , | 3室2厅 | 106.07平米 | 南 北 | 其他 | 无电梯,仙林,405,38183,中楼层(共5层)2007年建板楼  -  
qixia,仙林湖 带产权车位 三房 结婚装修 470万,保利罗兰香谷 , | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯,仙林,460,33334,高楼层(共18层)2014年建板塔结合  -  
qixia,三开间 朝南 精装修 拎包入住 随时看,钟山晶典苑 , | 3室2厅 | 111.58平米 | 南 北 | 精装 | 有电梯,马群,340,30472,低楼层(共16层)2010年建板塔结合  -  
qixia,仙林南师大内 满五带车库 采光优视野佳 居家装修,南京师范大学茶苑 , | 2室2厅 | 83.62平米 | 南 北 | 其他 | 无电梯,仙林,280,33485,中楼层(共4层)2008年建板楼  -  
qixia,楼层好 满两年且唯一 户型方正 采光充足无遮挡,亚东城西区 , | 2室2厅 | 79.18平米 | 北 | 其他 | 有电梯,仙林,255,32206,高楼层(共16层)2009年建塔楼  -  
qixia,品质小区 新城物业 双卫 已满两年 看房方便,尚东花园 , | 3室2厅 | 106.07平米 | 南 北 | 其他 | 无电梯,仙林,405,38183,中楼层(共5层)2007年建板楼  -  
qixia,仙林湖 带产权车位 三房 结婚装修 470万,保利罗兰香谷 , | 3室2厅 | 138平米 | 南 北 | 精装 | 有电梯,仙林,460,33334,高楼层(共18层)2014年建板塔结合  -  
qixia,三开间 朝南 精装修 拎包入住 随时看,钟山晶典苑 , | 3室2厅 | 111.58平米 | 南 北 | 精装 | 有电梯,马群,340,30472,低楼层(共16层)2010年建板塔结合  -  
qixia,晓庄  城市绿洲花园  楼层好  采光充足 有车位 地下室,城市绿洲花园 , | 3室2厅 | 110.43平米 | 南 北 | 其他 | 无电梯,晓庄,305,27620,中楼层(共6层)2007年建板塔结合  -  
qixia,天泓山庄别墅有电梯 满两年 180万装修景观房 送双车位,天泓山庄怡山苑 , | 6室2厅 | 225.28平米 | 南 北 | 其他 | 无电梯,马群,898.8,39898,低楼层(共4层)2009年建板楼  -  
qixia,满五年无增值税 南师附中 南北通透采光充足 配套齐备,诚品城 , | 3室2厅 | 98.84平米 | 南 北 | 毛坯 | 无电梯,仙林,270,27317,低楼层(共6层)2009年建板楼  -  
qixia,迈皋桥商圈 长营村双南两房 全明边户  沃尔玛超市,长营村 , | 2室2厅 | 86.69平米 | 南 | 精装 | 有电梯,迈皋桥,248,28608,高楼层(共7层)1998年建板塔结合  -  
qixia,迈皋桥晓庄 精装大两房 配套完善 交通方便,晓庄国际广场 , | 2室2厅 | 86.06平米 | 南 | 精装 | 有电梯,晓庄,238,27656,低楼层(共29层)2012年建板楼  -  
qixia,楼层楼栋位置好 满2年 交通便利 南北通透,诚品城 , | 3室2厅 | 98.91平米 | 南 北 | 简装 | 无电梯,仙林,285,28815,中楼层(共6层)2009年建板楼  -  
qixia,万寿 阳光雅居 电梯精装大两房 高楼层 南北通透,阳光雅居 , | 2室1厅 | 100.14平米 | 南 | 精装 | 有电梯,万寿,255,25465,高楼层(共18层)2005年建板楼  -  
qixia,09年房龄新 环境好 三房 精装修 采光好,美达浅草明苑 , | 3室2厅 | 113平米 | 南 北 | 其他 | 无电梯,迈皋桥,350.1,30983,高楼层(共6层)2009年建板楼  -  
qixia,南北通透格局  楼层好 采光充足无遮挡 户型方正,亚东城西区 , | 3室1厅 | 107.76平米 | 南 北 | 精装 | 有电梯,仙林,400,37120,中楼层(共11层)2009年建板楼  -  
qixia,迈皋桥 华电新村 两房中间楼层 采光好,华电新村 , | 2室1厅 | 56.58平米 | 南 | 其他 | 无电梯,迈皋桥,145,25628,高楼层(共5层)1991年建板塔结合  -  
